cluster_idx,document_idx,n_sent,n_word,avg_word_per_sent,title_len,anchor_len
1.0,1.0,59.0,2821.0,47.813559322033896,13.0,53.0
1.0,2.0,8.0,997.0,124.625,12.0,47.0
1.0,3.0,28.0,1289.0,46.035714285714285,11.0,50.0
2.0,1.0,24.0,1115.0,46.458333333333336,10.0,53.0
2.0,2.0,22.0,830.0,37.72727272727273,6.0,33.0
2.0,3.0,8.0,280.0,35.0,6.0,35.0
3.0,1.0,18.0,673.0,37.388888888888886,16.0,51.0
3.0,2.0,9.0,261.0,29.0,9.0,33.0
3.0,3.0,48.0,2108.0,43.916666666666664,13.0,61.0
4.0,1.0,16.0,847.0,52.9375,10.0,57.0
4.0,2.0,14.0,928.0,66.28571428571429,10.0,80.0
5.0,1.0,17.0,877.0,51.588235294117645,19.0,49.0
5.0,2.0,6.0,373.0,62.166666666666664,10.0,43.0
6.0,1.0,15.0,930.0,62.0,8.0,62.0
6.0,2.0,14.0,1011.0,72.21428571428571,12.0,63.0
7.0,1.0,7.0,329.0,47.0,6.0,17.0
7.0,2.0,10.0,527.0,52.7,7.0,21.0
7.0,3.0,5.0,167.0,33.4,14.0,26.0
8.0,1.0,15.0,847.0,56.46666666666667,11.0,57.0
8.0,2.0,15.0,757.0,50.46666666666667,16.0,43.0
8.0,3.0,14.0,815.0,58.214285714285715,9.0,57.0
9.0,1.0,11.0,389.0,35.36363636363637,12.0,25.0
9.0,2.0,6.0,454.0,75.66666666666667,13.0,19.0
10.0,1.0,23.0,1343.0,58.391304347826086,10.0,69.0
10.0,2.0,8.0,339.0,42.375,8.0,28.0
10.0,3.0,17.0,871.0,51.23529411764706,8.0,54.0
11.0,1.0,7.0,310.0,44.285714285714285,14.0,27.0
11.0,2.0,18.0,549.0,30.5,5.0,32.0
11.0,3.0,14.0,683.0,48.785714285714285,13.0,47.0
11.0,4.0,23.0,1589.0,69.08695652173913,8.0,71.0
12.0,1.0,10.0,510.0,51.0,15.0,66.0
12.0,2.0,10.0,382.0,38.2,13.0,60.0
12.0,3.0,10.0,489.0,48.9,15.0,42.0
12.0,4.0,5.0,284.0,56.8,12.0,61.0
13.0,1.0,20.0,1047.0,52.35,11.0,48.0
13.0,2.0,23.0,1027.0,44.65217391304348,14.0,43.0
13.0,3.0,7.0,556.0,79.42857142857143,4.0,71.0
14.0,1.0,10.0,341.0,34.1,6.0,20.0
14.0,2.0,5.0,318.0,63.6,4.0,30.0
14.0,3.0,5.0,212.0,42.4,8.0,24.0
15.0,1.0,20.0,1038.0,51.9,13.0,59.0
15.0,2.0,15.0,818.0,54.53333333333333,11.0,66.0
15.0,3.0,18.0,336.0,18.666666666666668,11.0,59.0
16.0,1.0,58.0,2166.0,37.3448275862069,10.0,65.0
16.0,2.0,11.0,431.0,39.18181818181818,11.0,27.0
16.0,3.0,9.0,522.0,58.0,11.0,24.0
17.0,1.0,9.0,420.0,46.666666666666664,12.0,24.0
17.0,2.0,5.0,284.0,56.8,11.0,15.0
17.0,3.0,7.0,293.0,41.857142857142854,11.0,21.0
18.0,1.0,5.0,370.0,74.0,12.0,63.0
18.0,2.0,3.0,139.0,46.333333333333336,5.0,36.0
19.0,1.0,21.0,1079.0,51.38095238095238,13.0,26.0
19.0,2.0,4.0,210.0,52.5,10.0,22.0
19.0,3.0,13.0,440.0,33.84615384615385,12.0,24.0
20.0,1.0,4.0,182.0,45.5,9.0,25.0
20.0,2.0,5.0,168.0,33.6,9.0,16.0
20.0,3.0,4.0,169.0,42.25,8.0,19.0
21.0,1.0,5.0,343.0,68.6,19.0,50.0
21.0,2.0,6.0,307.0,51.166666666666664,11.0,41.0
21.0,3.0,11.0,381.0,34.63636363636363,7.0,35.0
22.0,1.0,9.0,273.0,30.333333333333332,12.0,35.0
22.0,2.0,8.0,499.0,62.375,13.0,47.0
22.0,3.0,13.0,567.0,43.61538461538461,9.0,16.0
23.0,1.0,13.0,595.0,45.76923076923077,9.0,25.0
23.0,2.0,7.0,438.0,62.57142857142857,15.0,50.0
23.0,3.0,13.0,539.0,41.46153846153846,15.0,31.0
23.0,4.0,10.0,368.0,36.8,9.0,39.0
23.0,5.0,16.0,627.0,39.1875,14.0,40.0
24.0,1.0,27.0,1100.0,40.74074074074074,13.0,25.0
24.0,2.0,31.0,1003.0,32.354838709677416,8.0,30.0
24.0,3.0,10.0,463.0,46.3,15.0,33.0
24.0,4.0,11.0,458.0,41.63636363636363,23.0,15.0
25.0,1.0,4.0,400.0,100.0,7.0,66.0
25.0,2.0,16.0,1410.0,88.125,19.0,75.0
25.0,3.0,11.0,449.0,40.81818181818182,10.0,26.0
26.0,1.0,29.0,833.0,28.724137931034484,10.0,37.0
26.0,2.0,9.0,332.0,36.888888888888886,15.0,45.0
26.0,3.0,10.0,405.0,40.5,7.0,12.0
27.0,1.0,16.0,573.0,35.8125,16.0,26.0
27.0,2.0,6.0,198.0,33.0,9.0,36.0
27.0,3.0,29.0,930.0,32.06896551724138,9.0,32.0
28.0,1.0,20.0,1034.0,51.7,6.0,134.0
28.0,2.0,15.0,971.0,64.73333333333333,6.0,53.0
29.0,1.0,9.0,397.0,44.111111111111114,9.0,48.0
29.0,2.0,12.0,536.0,44.666666666666664,16.0,0.0
29.0,3.0,4.0,217.0,54.25,7.0,0.0
30.0,1.0,5.0,349.0,69.8,14.0,52.0
30.0,2.0,10.0,821.0,82.1,12.0,63.0
30.0,3.0,14.0,791.0,56.5,13.0,38.0
30.0,4.0,8.0,535.0,66.875,7.0,42.0
31.0,1.0,35.0,1762.0,50.34285714285714,8.0,62.0
31.0,2.0,28.0,821.0,29.321428571428573,10.0,29.0
32.0,1.0,6.0,308.0,51.333333333333336,13.0,39.0
32.0,2.0,7.0,297.0,42.42857142857143,11.0,39.0
32.0,3.0,6.0,305.0,50.833333333333336,16.0,55.0
33.0,1.0,24.0,798.0,33.25,13.0,44.0
33.0,2.0,4.0,298.0,74.5,10.0,46.0
34.0,1.0,6.0,224.0,37.333333333333336,15.0,30.0
34.0,2.0,7.0,182.0,26.0,10.0,29.0
35.0,1.0,3.0,154.0,51.333333333333336,11.0,55.0
35.0,2.0,4.0,155.0,38.75,12.0,49.0
35.0,3.0,4.0,163.0,40.75,11.0,60.0
36.0,1.0,33.0,513.0,15.545454545454545,10.0,52.0
36.0,2.0,14.0,429.0,30.642857142857142,21.0,34.0
37.0,1.0,11.0,435.0,39.54545454545455,13.0,63.0
37.0,2.0,8.0,334.0,41.75,9.0,24.0
38.0,1.0,8.0,399.0,49.875,12.0,29.0
38.0,2.0,10.0,549.0,54.9,11.0,26.0
38.0,3.0,11.0,542.0,49.27272727272727,13.0,41.0
39.0,1.0,15.0,1111.0,74.06666666666666,6.0,54.0
39.0,2.0,22.0,1139.0,51.77272727272727,10.0,46.0
39.0,3.0,16.0,774.0,48.375,18.0,44.0
40.0,1.0,19.0,711.0,37.421052631578945,23.0,59.0
40.0,2.0,10.0,435.0,43.5,14.0,40.0
41.0,1.0,12.0,535.0,44.583333333333336,7.0,24.0
41.0,2.0,8.0,334.0,41.75,8.0,30.0
41.0,3.0,13.0,651.0,50.07692307692308,5.0,21.0
42.0,1.0,5.0,281.0,56.2,15.0,42.0
42.0,2.0,6.0,350.0,58.333333333333336,11.0,50.0
42.0,3.0,7.0,396.0,56.57142857142857,8.0,45.0
43.0,1.0,10.0,721.0,72.1,10.0,45.0
43.0,2.0,13.0,853.0,65.61538461538461,5.0,42.0
44.0,1.0,9.0,309.0,34.333333333333336,10.0,22.0
44.0,2.0,10.0,406.0,40.6,5.0,23.0
44.0,3.0,22.0,945.0,42.95454545454545,12.0,34.0
45.0,1.0,4.0,253.0,63.25,12.0,25.0
45.0,2.0,5.0,259.0,51.8,14.0,27.0
45.0,3.0,10.0,448.0,44.8,10.0,26.0
46.0,1.0,7.0,232.0,33.142857142857146,14.0,38.0
46.0,2.0,10.0,402.0,40.2,12.0,27.0
46.0,3.0,6.0,416.0,69.33333333333333,12.0,63.0
47.0,1.0,9.0,374.0,41.55555555555556,14.0,26.0
47.0,2.0,7.0,182.0,26.0,10.0,23.0
47.0,3.0,5.0,192.0,38.4,9.0,33.0
48.0,1.0,5.0,192.0,38.4,9.0,42.0
48.0,2.0,13.0,777.0,59.76923076923077,6.0,85.0
48.0,3.0,3.0,144.0,48.0,13.0,39.0
49.0,1.0,4.0,236.0,59.0,10.0,31.0
49.0,2.0,6.0,307.0,51.166666666666664,9.0,48.0
49.0,3.0,13.0,771.0,59.30769230769231,9.0,49.0
50.0,1.0,5.0,224.0,44.8,12.0,41.0
50.0,2.0,5.0,377.0,75.4,7.0,59.0
50.0,3.0,3.0,164.0,54.666666666666664,9.0,43.0
50.0,4.0,8.0,375.0,46.875,6.0,27.0
51.0,1.0,6.0,269.0,44.833333333333336,16.0,30.0
51.0,2.0,3.0,157.0,52.333333333333336,14.0,24.0
52.0,1.0,6.0,375.0,62.5,15.0,53.0
52.0,2.0,6.0,346.0,57.666666666666664,12.0,29.0
52.0,3.0,4.0,239.0,59.75,12.0,91.0
52.0,4.0,6.0,324.0,54.0,13.0,57.0
52.0,5.0,10.0,466.0,46.6,15.0,30.0
53.0,1.0,23.0,888.0,38.608695652173914,9.0,30.0
53.0,2.0,11.0,394.0,35.81818181818182,15.0,31.0
53.0,3.0,20.0,476.0,23.8,14.0,32.0
54.0,1.0,7.0,265.0,37.857142857142854,11.0,24.0
54.0,2.0,18.0,694.0,38.55555555555556,13.0,24.0
54.0,3.0,7.0,315.0,45.0,10.0,31.0
55.0,1.0,28.0,866.0,30.928571428571427,10.0,48.0
55.0,2.0,21.0,740.0,35.23809523809524,17.0,62.0
55.0,3.0,36.0,789.0,21.916666666666668,12.0,35.0
56.0,1.0,7.0,197.0,28.142857142857142,13.0,29.0
56.0,2.0,6.0,177.0,29.5,10.0,42.0
56.0,3.0,18.0,1004.0,55.77777777777778,15.0,45.0
56.0,4.0,16.0,622.0,38.875,11.0,31.0
56.0,5.0,14.0,588.0,42.0,11.0,29.0
57.0,1.0,16.0,1253.0,78.3125,13.0,68.0
57.0,2.0,11.0,517.0,47.0,10.0,27.0
57.0,3.0,7.0,418.0,59.714285714285715,13.0,37.0
58.0,1.0,7.0,420.0,60.0,12.0,59.0
58.0,2.0,8.0,410.0,51.25,12.0,47.0
59.0,1.0,22.0,706.0,32.09090909090909,9.0,45.0
59.0,2.0,10.0,544.0,54.4,5.0,40.0
59.0,3.0,11.0,462.0,42.0,13.0,42.0
60.0,1.0,12.0,577.0,48.083333333333336,11.0,27.0
60.0,2.0,22.0,860.0,39.09090909090909,9.0,23.0
60.0,3.0,10.0,416.0,41.6,12.0,32.0
60.0,4.0,11.0,679.0,61.72727272727273,8.0,74.0
61.0,1.0,14.0,563.0,40.214285714285715,13.0,57.0
61.0,2.0,11.0,329.0,29.90909090909091,11.0,51.0
62.0,1.0,8.0,295.0,36.875,4.0,16.0
62.0,2.0,9.0,343.0,38.111111111111114,6.0,27.0
62.0,3.0,24.0,643.0,26.791666666666668,11.0,25.0
63.0,1.0,24.0,1485.0,61.875,23.0,49.0
63.0,2.0,18.0,1085.0,60.27777777777778,9.0,25.0
63.0,3.0,9.0,927.0,103.0,6.0,45.0
64.0,1.0,7.0,606.0,86.57142857142857,8.0,69.0
64.0,2.0,8.0,237.0,29.625,13.0,39.0
65.0,1.0,12.0,636.0,53.0,25.0,27.0
65.0,2.0,23.0,922.0,40.08695652173913,9.0,39.0
66.0,1.0,7.0,308.0,44.0,13.0,46.0
66.0,2.0,8.0,384.0,48.0,12.0,22.0
66.0,3.0,9.0,413.0,45.888888888888886,8.0,26.0
66.0,4.0,9.0,546.0,60.666666666666664,8.0,27.0
67.0,1.0,9.0,393.0,43.666666666666664,12.0,30.0
67.0,2.0,18.0,1427.0,79.27777777777777,19.0,102.0
67.0,3.0,5.0,341.0,68.2,15.0,57.0
68.0,1.0,13.0,487.0,37.46153846153846,7.0,39.0
68.0,2.0,4.0,366.0,91.5,9.0,55.0
68.0,3.0,3.0,198.0,66.0,7.0,30.0
68.0,4.0,6.0,197.0,32.833333333333336,8.0,33.0
69.0,1.0,5.0,332.0,66.4,7.0,48.0
69.0,2.0,19.0,1670.0,87.89473684210526,10.0,81.0
69.0,3.0,13.0,749.0,57.61538461538461,12.0,43.0
69.0,4.0,14.0,1404.0,100.28571428571429,26.0,50.0
70.0,1.0,20.0,839.0,41.95,10.0,32.0
70.0,2.0,31.0,976.0,31.483870967741936,11.0,56.0
70.0,3.0,19.0,742.0,39.05263157894737,9.0,16.0
70.0,4.0,22.0,880.0,40.0,12.0,34.0
70.0,5.0,38.0,1108.0,29.157894736842106,8.0,26.0
71.0,1.0,8.0,225.0,28.125,7.0,22.0
71.0,2.0,8.0,250.0,31.25,7.0,22.0
71.0,3.0,6.0,161.0,26.833333333333332,10.0,20.0
72.0,1.0,18.0,1001.0,55.611111111111114,15.0,43.0
72.0,2.0,3.0,253.0,84.33333333333333,9.0,45.0
72.0,3.0,4.0,238.0,59.5,13.0,50.0
72.0,4.0,5.0,242.0,48.4,11.0,56.0
72.0,5.0,22.0,811.0,36.86363636363637,13.0,20.0
73.0,1.0,8.0,427.0,53.375,17.0,38.0
73.0,2.0,14.0,700.0,50.0,11.0,28.0
73.0,3.0,8.0,328.0,41.0,11.0,26.0
73.0,4.0,27.0,500.0,18.51851851851852,12.0,34.0
74.0,1.0,6.0,194.0,32.333333333333336,10.0,31.0
74.0,2.0,8.0,253.0,31.625,13.0,42.0
74.0,3.0,7.0,204.0,29.142857142857142,9.0,29.0
74.0,4.0,7.0,315.0,45.0,8.0,30.0
75.0,1.0,20.0,1089.0,54.45,6.0,56.0
75.0,2.0,18.0,758.0,42.111111111111114,14.0,50.0
76.0,1.0,8.0,422.0,52.75,11.0,22.0
76.0,2.0,11.0,443.0,40.27272727272727,11.0,29.0
76.0,3.0,6.0,202.0,33.666666666666664,9.0,29.0
77.0,1.0,8.0,1125.0,140.625,12.0,44.0
77.0,2.0,7.0,1086.0,155.14285714285714,13.0,44.0
78.0,1.0,9.0,369.0,41.0,10.0,34.0
78.0,2.0,7.0,332.0,47.42857142857143,9.0,37.0
78.0,3.0,11.0,576.0,52.36363636363637,9.0,42.0
78.0,4.0,8.0,476.0,59.5,9.0,37.0
79.0,1.0,34.0,1558.0,45.8235294117647,6.0,30.0
79.0,2.0,39.0,1524.0,39.07692307692308,5.0,31.0
79.0,3.0,19.0,803.0,42.26315789473684,9.0,35.0
80.0,1.0,28.0,811.0,28.964285714285715,8.0,49.0
80.0,2.0,19.0,707.0,37.21052631578947,15.0,30.0
81.0,1.0,6.0,345.0,57.5,10.0,43.0
81.0,2.0,13.0,502.0,38.61538461538461,14.0,16.0
81.0,3.0,7.0,224.0,32.0,8.0,35.0
82.0,1.0,70.0,2080.0,29.714285714285715,8.0,26.0
82.0,2.0,18.0,629.0,34.94444444444444,9.0,36.0
83.0,1.0,7.0,334.0,47.714285714285715,9.0,23.0
83.0,2.0,8.0,379.0,47.375,8.0,29.0
83.0,3.0,33.0,1337.0,40.515151515151516,10.0,26.0
84.0,1.0,5.0,300.0,60.0,5.0,42.0
84.0,2.0,6.0,387.0,64.5,12.0,74.0
84.0,3.0,4.0,228.0,57.0,7.0,29.0
84.0,4.0,5.0,337.0,67.4,10.0,40.0
85.0,1.0,18.0,1320.0,73.33333333333333,8.0,59.0
85.0,2.0,20.0,1465.0,73.25,5.0,50.0
85.0,3.0,10.0,1237.0,123.7,5.0,66.0
86.0,1.0,12.0,428.0,35.666666666666664,11.0,36.0
86.0,2.0,6.0,428.0,71.33333333333333,12.0,43.0
87.0,1.0,8.0,354.0,44.25,10.0,22.0
87.0,2.0,9.0,368.0,40.888888888888886,14.0,29.0
87.0,3.0,6.0,262.0,43.666666666666664,10.0,23.0
88.0,1.0,9.0,646.0,71.77777777777777,11.0,29.0
88.0,2.0,22.0,950.0,43.18181818181818,10.0,27.0
88.0,3.0,13.0,726.0,55.84615384615385,8.0,29.0
89.0,1.0,7.0,357.0,51.0,7.0,27.0
89.0,2.0,7.0,711.0,101.57142857142857,5.0,25.0
89.0,3.0,15.0,639.0,42.6,15.0,56.0
89.0,4.0,8.0,418.0,52.25,8.0,58.0
90.0,1.0,7.0,288.0,41.142857142857146,11.0,34.0
90.0,2.0,9.0,431.0,47.888888888888886,11.0,24.0
90.0,3.0,21.0,924.0,44.0,25.0,30.0
91.0,1.0,5.0,272.0,54.4,12.0,36.0
91.0,2.0,6.0,245.0,40.833333333333336,9.0,27.0
91.0,3.0,8.0,345.0,43.125,13.0,31.0
91.0,4.0,10.0,517.0,51.7,16.0,35.0
92.0,1.0,4.0,224.0,56.0,9.0,32.0
92.0,2.0,23.0,1374.0,59.73913043478261,7.0,24.0
93.0,1.0,11.0,441.0,40.09090909090909,10.0,32.0
93.0,2.0,21.0,731.0,34.80952380952381,12.0,27.0
94.0,1.0,7.0,355.0,50.714285714285715,10.0,27.0
94.0,2.0,4.0,176.0,44.0,12.0,41.0
94.0,3.0,5.0,246.0,49.2,14.0,33.0
95.0,1.0,12.0,604.0,50.333333333333336,13.0,28.0
95.0,2.0,8.0,245.0,30.625,12.0,28.0
95.0,3.0,13.0,706.0,54.30769230769231,13.0,20.0
95.0,4.0,20.0,835.0,41.75,19.0,32.0
95.0,5.0,16.0,1088.0,68.0,7.0,47.0
96.0,1.0,11.0,400.0,36.36363636363637,5.0,28.0
96.0,2.0,26.0,980.0,37.69230769230769,4.0,29.0
96.0,3.0,8.0,312.0,39.0,9.0,23.0
97.0,1.0,11.0,695.0,63.18181818181818,11.0,56.0
97.0,2.0,6.0,372.0,62.0,9.0,40.0
97.0,3.0,13.0,932.0,71.6923076923077,5.0,27.0
97.0,4.0,22.0,1118.0,50.81818181818182,15.0,45.0
98.0,1.0,17.0,1084.0,63.76470588235294,8.0,49.0
98.0,2.0,7.0,437.0,62.42857142857143,8.0,38.0
98.0,3.0,10.0,536.0,53.6,10.0,37.0
99.0,1.0,7.0,381.0,54.42857142857143,18.0,20.0
99.0,2.0,7.0,449.0,64.14285714285714,17.0,17.0
100.0,1.0,30.0,2190.0,73.0,4.0,52.0
100.0,2.0,9.0,594.0,66.0,10.0,35.0
100.0,3.0,7.0,218.0,31.142857142857142,10.0,41.0
100.0,4.0,29.0,1278.0,44.06896551724138,9.0,18.0
100.0,5.0,15.0,930.0,62.0,12.0,64.0
101.0,1.0,30.0,1775.0,59.166666666666664,11.0,38.0
101.0,2.0,15.0,979.0,65.26666666666667,12.0,30.0
101.0,3.0,18.0,987.0,54.833333333333336,12.0,38.0
101.0,4.0,13.0,627.0,48.23076923076923,11.0,38.0
102.0,1.0,22.0,1065.0,48.40909090909091,9.0,48.0
102.0,2.0,14.0,939.0,67.07142857142857,12.0,45.0
102.0,3.0,22.0,1031.0,46.86363636363637,15.0,33.0
102.0,4.0,20.0,915.0,45.75,11.0,24.0
103.0,1.0,8.0,599.0,74.875,16.0,59.0
